ID   INV_DATE      AMOUNT   ACCT_NO
1450   04/25/2011   134824   CODDA13
1451   03/31/2011   121962   CODDA17
1452   10/27/2009   136911   CODDA18
1453   10/26/2009   262065   CODDA20
1454   04/21/2011   267789   CODDA17
1455   11/22/2009   179883   CODDA15
1456   10/01/2009   294031   CODDA12
1457   07/08/2009   270287   CODDA17
1458   05/22/2010   211571   CODDA19
1459   03/20/2011   202975   CODDA13
1460   10/05/2009   160727   CODDA19
1461   10/31/2009   267114   CODDA14
1462   06/29/2009   193686   CODDA19
1463   09/11/2010   172108   CODDA18
1464   03/08/2010   115837   CODDA20
1465   05/10/2010   120794   CODDA12
1466   03/30/2011   150630   CODDA18
1467   07/11/2011   112845   CODDA12
1468   06/28/2010   153013   CODDA13
1469   01/10/2011   114519   CODDA18
1470   08/30/2010   249856   CODDA18
1471   06/22/2010   201609   CODDA20
1472   02/26/2011   169835   CODDA20
1473   10/29/2009   269545   CODDA17
1474   07/10/2009   238963   CODDA13
1475   06/05/2010   188295   CODDA15
1476   02/07/2010   113602   CODDA14
1477   08/27/2009   272478   CODDA11
1478   04/15/2011   110618   CODDA18
1479   05/28/2011   210529   CODDA17
1480   03/26/2010   211927   CODDA18
1481   06/28/2010   290946   CODDA11
1482   06/10/2010   126052   CODDA18
1483   04/13/2011   274717   CODDA11
1484   10/02/2010   289531   CODDA19
1485   03/26/2011   212290   CODDA11
1486   08/17/2010   135064   CODDA18
1487   02/11/2010   264397   CODDA16
1488   08/29/2009   180059   CODDA20
1489   12/10/2010   117937   CODDA13
1490   07/28/2009   130033   CODDA18
1491   12/29/2009   115196   CODDA14
1492   09/28/2009   202865   CODDA17
1493   06/28/2009   206943   CODDA16
1494   02/17/2011   190518   CODDA11
1495   07/08/2009   192847   CODDA13
1496   10/24/2009   257183   CODDA13
1497   01/03/2010   127471   CODDA13
1498   11/27/2010   250799   CODDA14
1499   09/15/2010   110009   CODDA12
1500   07/27/2009   211609   CODDA19
1501   08/20/2009   181826   CODDA16
1502   05/01/2011   179545   CODDA17
1503   05/23/2011   111175   CODDA15
1504   07/14/2010   161899   CODDA16
1505   09/16/2009   256797   CODDA17
1506   01/28/2010   110939   CODDA12
1507   05/13/2010   252546   CODDA15
1508   08/24/2009   226265   CODDA13
1509   01/11/2010   287488   CODDA18
1510   12/11/2010   297635   CODDA12
1511   11/01/2009   182884   CODDA14
1512   05/19/2011   183489   CODDA13
1513   05/14/2010   179659   CODDA13
1514   01/11/2010   228554   CODDA15
1515   02/11/2011   126398   CODDA13
1516   12/11/2010   174384   CODDA15
1517   02/16/2010   237109   CODDA11
1518   02/27/2011   280483   CODDA13
1519   10/21/2009   202410   CODDA18
1520   08/02/2010   131409   CODDA19
1521   04/25/2010   176107   CODDA15
1522   04/15/2010   294953   CODDA11
1523   11/30/2010   185404   CODDA11
1524   01/20/2011   211923   CODDA19
1525   11/11/2010   151393   CODDA15
1526   08/28/2010   274355   CODDA16
1527   10/03/2009   104684   CODDA13
1528   05/18/2011   178150   CODDA18
1529   06/17/2010   254443   CODDA19
1530   05/08/2010   281318   CODDA19
1531   06/08/2010   239325   CODDA19
1532   01/28/2011   205268   CODDA15
1533   11/05/2010   248876   CODDA16
1534   06/07/2010   293417   CODDA17
1535   02/03/2011   141434   CODDA15
1536   06/04/2010   251082   CODDA16
1537   01/04/2010   156902   CODDA17
1538   11/08/2009   116783   CODDA18
1539   05/01/2010   139715   CODDA13
1540   10/08/2010   267021   CODDA20
1541   09/07/2009   129238   CODDA12
1542   06/28/2011   108138   CODDA19
1543   03/13/2011   153111   CODDA11
1544   03/31/2011   158257   CODDA17
1545   09/25/2009   260435   CODDA11
1546   12/20/2009   275412   CODDA16
1547   08/24/2010   199335   CODDA13
1548   06/17/2010   233351   CODDA13
1549   01/09/2011   156759   CODDA14
1550   06/20/2010   115745   CODDA13
1551   03/16/2010   243983   CODDA18
1552   04/18/2011   275320   CODDA20
1553   01/21/2010   194180   CODDA12
1554   06/27/2011   173074   CODDA20
1555   12/25/2009   102030   CODDA16
1556   11/12/2009   224057   CODDA13
1557   08/16/2010   260672   CODDA20
1558   01/08/2010   177303   CODDA14
1559   07/20/2009   203105   CODDA18
1560   01/01/2010   139836   CODDA17
1561   06/27/2010   186508   CODDA16
1562   08/07/2009   182887   CODDA15
1563   09/19/2009   206445   CODDA14
1564   12/28/2010   253311   CODDA13
1565   05/01/2011   277402   CODDA14
1566   01/01/2010   263678   CODDA15
1567   02/09/2011   255336   CODDA17
1568   01/16/2010   239430   CODDA16
1569   01/27/2010   212606   CODDA14
1570   03/23/2011   105798   CODDA14
1571   11/18/2009   280429   CODDA19
1572   06/25/2010   186037   CODDA12
1573   06/10/2010   102066   CODDA19
1574   03/24/2011   256427   CODDA15
1575   07/12/2011   294660   CODDA15
1576   08/02/2009   164981   CODDA19
1577   07/17/2010   112646   CODDA11
1578   12/06/2009   188783   CODDA13
1579   01/22/2011   141627   CODDA19
1580   04/15/2010   139801   CODDA17
1581   07/08/2010   177053   CODDA13
1582   03/01/2011   202224   CODDA12
1583   07/01/2011   294785   CODDA15
1584   05/05/2010   127362   CODDA15
1585   08/29/2010   264943   CODDA11
1586   07/15/2011   287353   CODDA13
1587   10/02/2009   268312   CODDA11
1588   10/24/2010   285484   CODDA18
1589   07/17/2009   104963   CODDA14
1590   09/07/2010   168802   CODDA17
1591   07/13/2011   294281   CODDA15
1592   07/08/2010   162365   CODDA12
1593   09/14/2009   134599   CODDA15
1594   10/17/2009   195296   CODDA12
1595   05/22/2010   227872   CODDA17
1596   05/22/2011   100806   CODDA14
1597   04/01/2010   208587   CODDA15
1598   03/20/2010   129553   CODDA12
1599   06/07/2010   177061   CODDA11
1600   09/17/2009   203355   CODDA15
1601   04/29/2010   106040   CODDA17
1602   10/28/2009   184457   CODDA15
1603   06/07/2011   255910   CODDA17
1604   06/14/2011   187629   CODDA12
1605   10/20/2010   109260   CODDA15
1606   01/17/2011   256911   CODDA13
1607   04/17/2011   230889   CODDA11
1608   11/12/2009   273799   CODDA16
1609   04/10/2011   272670   CODDA19
1610   08/27/2010   255412   CODDA14
1611   10/10/2009   244197   CODDA14
1612   04/14/2010   160817   CODDA14
1613   05/12/2010   254730   CODDA18
1614   06/08/2011   187296   CODDA15
1615   08/13/2009   144244   CODDA19
1616   07/02/2009   140099   CODDA13
1617   04/19/2011   270094   CODDA15
1618   08/30/2009   268731   CODDA15
1619   09/28/2010   154636   CODDA17
1620   06/10/2011   139850   CODDA18
1621   03/12/2011   233210   CODDA18
1622   08/14/2009   117223   CODDA19
1623   09/01/2009   265861   CODDA14
1624   01/03/2011   174938   CODDA15
1625   04/02/2010   263926   CODDA12
1626   11/13/2009   147572   CODDA19
1627   03/30/2011   241615   CODDA11
1628   05/08/2011   154657   CODDA11
1629   05/31/2010   127621   CODDA14
1630   11/09/2010   217674   CODDA15
1631   11/18/2009   148046   CODDA12
1632   01/08/2011   271743   CODDA14
1633   08/23/2010   195110   CODDA17
1634   12/12/2009   210124   CODDA13
1635   07/10/2009   200096   CODDA15
1636   06/15/2010   176026   CODDA15
1637   04/06/2010   112507   CODDA13
1638   07/13/2010   219348   CODDA15
1639   12/08/2009   243642   CODDA19
1640   02/28/2011   252584   CODDA15
1641   06/02/2011   297544   CODDA15
1642   03/25/2011   198464   CODDA13
1643   10/13/2009   200726   CODDA15
1644   02/27/2010   162501   CODDA18
1645   11/29/2010   175789   CODDA13
1646   10/17/2009   200848   CODDA13
1647   12/13/2009   257115   CODDA16
1648   02/06/2010   124190   CODDA16
1649   03/25/2010   158835   CODDA16
1650   11/19/2009   148255   CODDA13
1651   11/15/2010   223859   CODDA15
1652   01/06/2010   269280   CODDA20
1653   12/13/2009   245527   CODDA17
1654   03/05/2010   191971   CODDA18
1655   07/12/2011   126547   CODDA15
1656   07/19/2010   239274   CODDA12
1657   03/04/2010   274304   CODDA14
1658   05/24/2010   253246   CODDA13
1659   06/23/2010   173061   CODDA17
1660   09/12/2009   208760   CODDA19
1661   05/27/2011   194609   CODDA13
1662   04/20/2011   148130   CODDA16
1663   03/14/2011   193832   CODDA15
1664   11/22/2009   152898   CODDA12
1665   02/26/2011   203837   CODDA14
1666   02/21/2011   176607   CODDA12
1667   04/10/2011   227567   CODDA17
1668   06/10/2011   240021   CODDA17
1669   10/05/2009   294775   CODDA19
1670   07/20/2009   269666   CODDA14
1671   08/23/2010   207427   CODDA18
1672   12/19/2009   160952   CODDA13
1673   11/20/2010   244046   CODDA12
1674   11/16/2010   125282   CODDA17
1675   10/09/2009   267690   CODDA12
1676   12/21/2009   253846   CODDA14
1677   06/27/2011   202414   CODDA12
1678   10/28/2010   270620   CODDA19
1679   04/07/2010   118202   CODDA19
1680   05/07/2010   108765   CODDA13
1681   09/15/2009   256339   CODDA14
1682   02/19/2011   254963   CODDA13
1683   08/23/2009   202132   CODDA18
1684   11/20/2009   176430   CODDA12
1685   08/14/2009   188265   CODDA14
1686   07/18/2010   218563   CODDA15
1687   07/26/2010   201349   CODDA18
1688   06/11/2011   100940   CODDA14
1689   08/23/2010   155343   CODDA16
1690   06/20/2010   105606   CODDA12
1691   06/18/2010   133133   CODDA16
1692   10/12/2009   190517   CODDA17
1693   09/30/2010   201676   CODDA17
1694   06/28/2010   133435   CODDA18
1695   12/11/2009   263352   CODDA16
1696   08/07/2009   107352   CODDA19
1697   01/02/2011   167888   CODDA17
1698   04/14/2010   260461   CODDA14
1699   11/18/2010   150664   CODDA11
1700   07/10/2011   273363   CODDA19
1701   07/08/2010   212383   CODDA15
1702   09/19/2010   189566   CODDA15
1703   10/30/2010   249629   CODDA15
1704   11/21/2010   121053   CODDA13
1705   04/07/2010   135944   CODDA14
1706   03/21/2011   105925   CODDA18
1707   11/05/2010   143882   CODDA13
1708   05/05/2011   151814   CODDA16
1709   11/04/2010   229400   CODDA16
1710   04/27/2011   171493   CODDA14
1711   07/30/2010   278525   CODDA16
1712   06/20/2010   172297   CODDA16
1713   06/15/2011   242404   CODDA15
1714   10/27/2009   217224   CODDA18
1715   03/05/2010   240456   CODDA17
1716   07/25/2010   147081   CODDA16
1717   11/21/2009   274491   CODDA20
1718   04/08/2010   178374   CODDA15
1719   07/03/2009   254792   CODDA13
1720   02/07/2010   261823   CODDA19
1721   04/10/2011   161894   CODDA20
1722   04/13/2011   104866   CODDA17
1723   11/21/2009   145498   CODDA13
1724   07/22/2010   155656   CODDA12
1725   09/25/2010   248764   CODDA16
1726   06/04/2010   169955   CODDA11
1727   10/23/2010   188667   CODDA14
1728   03/06/2010   203361   CODDA19
1729   04/22/2010   277696   CODDA11
1730   07/18/2009   299261   CODDA18
1731   01/18/2010   125959   CODDA16
1732   08/07/2010   115326   CODDA12
1733   09/23/2009   293839   CODDA12
1734   05/28/2011   153028   CODDA11
1735   07/30/2010   176785   CODDA15
1736   02/14/2011   154833   CODDA16
1737   10/05/2009   127998   CODDA18
1738   09/18/2009   156837   CODDA14
1739   01/30/2011   248159   CODDA15
1740   11/07/2009   121461   CODDA19
1741   05/15/2010   260088   CODDA19
1742   07/18/2010   278630   CODDA11
1743   07/18/2009   212846   CODDA17
1744   10/15/2010   251244   CODDA15
1745   05/30/2011   288352   CODDA11
1746   03/11/2010   202546   CODDA12
1747   07/29/2010   184250   CODDA15
1748   03/01/2010   170161   CODDA13
1749   10/21/2010   178801   CODDA13
1750   11/16/2010   131108   CODDA20
1751   05/07/2011   214758   CODDA17
1752   04/07/2011   127086   CODDA16
1753   06/07/2011   234236   CODDA20
1754   07/30/2010   103701   CODDA17
1755   04/10/2010   135720   CODDA18
1756   12/07/2009   236620   CODDA12
1757   04/25/2011   211157   CODDA16
1758   10/17/2009   237741   CODDA13
1759   01/05/2010   278663   CODDA15
1760   09/10/2010   135148   CODDA13
1761   04/24/2010   297894   CODDA20
1762   12/12/2009   189258   CODDA13
1763   12/05/2010   124088   CODDA18
1764   12/01/2009   280508   CODDA13
1765   02/03/2010   156984   CODDA16
1766   03/12/2010   161849   CODDA20
1767   01/05/2010   179563   CODDA12
1768   03/16/2011   122903   CODDA16
1769   11/04/2010   157183   CODDA20
1770   10/06/2010   166136   CODDA11
1771   08/23/2009   204822   CODDA12
1772   02/26/2011   242044   CODDA19
1773   09/14/2010   272231   CODDA12
1774   06/23/2011   155112   CODDA17
1775   09/04/2010   213094   CODDA14
1776   05/22/2010   241790   CODDA13
1777   12/30/2009   151928   CODDA13
1778   02/01/2010   208809   CODDA15
1779   10/23/2009   115841   CODDA18
1780   05/04/2010   183855   CODDA12
1781   07/04/2010   288424   CODDA13
1782   10/06/2010   160023   CODDA15
1783   08/16/2009   170388   CODDA18
1784   07/26/2010   219484   CODDA14
1785   07/11/2009   122544   CODDA18
1786   07/14/2011   277669   CODDA20
1787   01/07/2010   211511   CODDA15
1788   12/16/2010   235412   CODDA11
1789   06/06/2010   231982   CODDA19
1790   08/09/2009   197970   CODDA12
1791   10/20/2009   173408   CODDA17
1792   08/10/2009   227675   CODDA17
1793   08/05/2009   264032   CODDA17
1794   11/20/2010   280056   CODDA14
1795   05/21/2011   207126   CODDA17
1796   08/11/2010   212488   CODDA12
1797   12/17/2009   274073   CODDA18
1798   01/04/2010   240491   CODDA17
1799   09/22/2009   156480   CODDA16
1800   06/27/2010   269282   CODDA18
1801   04/19/2011   280403   CODDA11
1802   03/08/2011   171471   CODDA17
1803   08/23/2009   285350   CODDA13
1804   11/14/2009   133484   CODDA16
1805   04/08/2011   128399   CODDA12
1806   12/08/2009   105646   CODDA20
1807   09/04/2010   183268   CODDA14
1808   10/29/2009   214335   CODDA16
1809   11/11/2010   181474   CODDA14
1810   08/28/2009   207494   CODDA17
1811   07/06/2010   287688   CODDA18
1812   11/06/2009   252459   CODDA15
1813   03/22/2010   217550   CODDA19
1814   08/23/2010   108279   CODDA18
1815   01/10/2010   272937   CODDA16
1816   06/05/2010   245296   CODDA19
1817   10/26/2009   113006   CODDA17
1818   07/08/2011   126793   CODDA15
1819   12/29/2010   296529   CODDA18
1820   05/01/2011   213081   CODDA13
1821   05/25/2011   100310   CODDA13
1822   11/19/2010   129530   CODDA19
1823   07/22/2010   262723   CODDA16
1824   06/11/2011   187877   CODDA16
1825   04/27/2011   171790   CODDA20
1826   01/13/2011   211586   CODDA12
1827   11/25/2010   205320   CODDA18
1828   01/07/2010   166729   CODDA18
1829   04/23/2011   162993   CODDA19
1830   05/18/2011   218633   CODDA12
1831   09/17/2009   248820   CODDA18
1832   02/19/2011   208165   CODDA18
1833   03/25/2011   177599   CODDA15
1834   08/04/2009   179641   CODDA14
1835   07/09/2009   175927   CODDA16
1836   03/16/2011   140946   CODDA20
1837   09/11/2009   260469   CODDA13
1838   09/01/2009   189399   CODDA18
1839   06/28/2010   150420   CODDA14
1840   03/27/2011   223026   CODDA17
1841   08/17/2010   238832   CODDA11
1842   07/22/2009   208214   CODDA13
1843   07/02/2009   262824   CODDA16
1844   12/06/2009   142802   CODDA12
1845   05/30/2010   252009   CODDA19
1846   09/08/2009   142462   CODDA14
1847   07/28/2009   173186   CODDA11
1848   05/03/2010   292685   CODDA17
1849   07/29/2010   170657   CODDA19
1850   03/18/2011   200643   CODDA17
1851   04/26/2010   253867   CODDA17
1852   10/13/2010   170375   CODDA16
1853   05/28/2010   201535   CODDA11
1854   03/20/2010   221549   CODDA16
1855   12/06/2010   151356   CODDA17
1856   06/25/2010   153909   CODDA14
1857   11/06/2010   220097   CODDA18
1858   02/14/2010   160079   CODDA18
1859   02/02/2011   214673   CODDA20
1860   04/24/2011   241677   CODDA19
1861   07/17/2010   298083   CODDA16
1862   04/13/2010   123002   CODDA18
1863   10/28/2010   294082   CODDA13
1864   09/03/2010   221411   CODDA18
1865   05/16/2010   168084   CODDA11
1866   04/09/2011   127765   CODDA14
1867   05/10/2011   189805   CODDA18
1868   02/21/2011   279626   CODDA17
1869   03/09/2010   132978   CODDA17
1870   07/19/2009   249588   CODDA12
1871   10/20/2009   140526   CODDA17
1872   09/29/2009   204633   CODDA13
1873   08/08/2010   135920   CODDA13
1874   11/30/2010   134406   CODDA11
1875   08/24/2010   297830   CODDA18
1876   01/11/2010   136274   CODDA13
1877   03/06/2010   136381   CODDA12
1878   10/31/2009   218014   CODDA12
1879   07/19/2010   280581   CODDA15
1880   04/29/2011   107928   CODDA18
1881   04/17/2011   115249   CODDA14
1882   04/14/2010   274733   CODDA14
1883   01/30/2011   231283   CODDA18
1884   05/05/2010   148030   CODDA20
1885   07/02/2010   103959   CODDA15
1886   11/28/2009   250850   CODDA14
1887   06/04/2010   160712   CODDA13
1888   07/24/2009   129129   CODDA12
1889   01/27/2011   118153   CODDA16
1890   12/21/2009   122655   CODDA13
1891   05/25/2011   150040   CODDA14
1892   01/17/2011   167871   CODDA18
1893   07/10/2011   144298   CODDA14
1894   10/28/2010   233561   CODDA16
1895   04/22/2010   217990   CODDA18
1896   12/27/2010   196886   CODDA16
1897   03/20/2011   159978   CODDA14
1898   11/14/2010   245613   CODDA18
1899   12/07/2009   177379   CODDA17
1900   07/02/2011   237889   CODDA19
1901   04/05/2010   255961   CODDA12
1902   12/31/2009   296904   CODDA12
1903   06/16/2011   116530   CODDA16
1904   10/07/2010   287095   CODDA14
1905   12/11/2009   147991   CODDA19
1906   08/02/2009   287429   CODDA16
1907   03/31/2011   170847   CODDA15
1908   05/26/2010   229748   CODDA16
1909   10/16/2009   247678   CODDA12
1910   06/17/2010   218180   CODDA19
1911   02/04/2011   115110   CODDA16
1912   09/15/2009   220448   CODDA16
1913   04/17/2010   136844   CODDA13
1914   09/15/2009   128510   CODDA14
1915   11/29/2009   283936   CODDA17
1916   02/01/2010   106478   CODDA13
1917   07/13/2011   263887   CODDA17
1918   11/19/2009   185789   CODDA19
1919   02/17/2011   292338   CODDA17
1920   12/09/2010   138798   CODDA14
1921   06/24/2011   140264   CODDA19
1922   09/30/2009   240685   CODDA14
1923   11/19/2009   117594   CODDA19
