REGION,COUNTY,WUG Name,RIVER BASIN,P2020,P2030,P2040,P2050,P2060,P2070
H,HARRIS,HARRIS COUNTY WCID #1,TRINITY-SAN JACINTO,220,226,239,253,266,279
H,HARRIS,HARRIS COUNTY WCID #133,SAN JACINTO,5324,5375,5614,6056,6533,7047
H,HARRIS,HARRIS COUNTY WCID #74,SAN JACINTO,5045,5264,5518,5721,5887,6065
H,HARRIS,HARRIS COUNTY WCID #96,SAN JACINTO,10500,11550,11550,11550,11550,11550
H,HARRIS,HEDWIG VILLAGE,SAN JACINTO,2580,2771,2975,3194,3429,3683
H,HARRIS,HILSHIRE VILLAGE,SAN JACINTO,749,791,857,951,1051,1160
H,HARRIS,HOUSTON,SAN JACINTO,2064279,2220602,2374857,2528947,2686749,2851123
H,HARRIS,HOUSTON,SAN JACINTO-BRAZOS,137465,156807,175590,195004,215556,238661
H,HARRIS,HOUSTON,TRINITY-SAN JACINTO,242,253,260,265,269,272
H,HARRIS,HUMBLE,SAN JACINTO,17243,20928,23603,25590,27068,28170
H,HARRIS,HUNTERS CREEK VILLAGE,SAN JACINTO,4461,4817,5202,5619,6068,6553
H,HARRIS,JACINTO CITY,SAN JACINTO,10603,10908,11224,11546,11879,12222
H,HARRIS,JERSEY VILLAGE,SAN JACINTO,7723,7790,7936,8096,8272,8465
H,HARRIS,KATY,SAN JACINTO,13337,14032,14556,15018,15438,15830
H,HARRIS,KINGS MANOR MUD,SAN JACINTO,895,906,926,940,951,959
H,HARRIS,KIRKMONT MUD,SAN JACINTO-BRAZOS,2323,2548,2759,2982,3223,3483
H,HARRIS,LA PORTE,SAN JACINTO,2225,2289,2350,2411,2474,2538
H,HARRIS,LA PORTE,SAN JACINTO-BRAZOS,32120,32485,32942,33374,33787,34191
H,HARRIS,LEAGUE CITY,SAN JACINTO-BRAZOS,2919,3304,3542,3720,3849,3944
H,HARRIS,LONGHORN TOWN UD,SAN JACINTO,1273,1292,1302,1309,1315,1319
H,HARRIS,MASON CREEK UD,SAN JACINTO,6610,6610,6610,6610,6610,6610
H,HARRIS,MISSOURI CITY,SAN JACINTO,5650,6439,7082,7773,8529,9352
H,HARRIS,MOUNT HOUSTON ROAD MUD,SAN JACINTO,5017,6179,7015,7637,8101,8442
H,HARRIS,NASSAU BAY,SAN JACINTO-BRAZOS,4091,4149,4202,4256,4310,4366
H,HARRIS,NEWPORT MUD,SAN JACINTO,8780,9074,9302,9531,9759,9988
H,HARRIS,NHCRWA,SAN JACINTO,731265,780933,821599,856170,886651,914489
H,HARRIS,NORTH BELT UD,SAN JACINTO,1788,1799,1846,1897,1952,2011
H,HARRIS,NORTH CHANNEL WATER AUTHORITY,SAN JACINTO,82326,84755,86983,89193,91387,93192
H,HARRIS,NORTH FORT BEND WATER AUTHORITY,SAN JACINTO,8697,8748,8790,8831,8873,8914
H,HARRIS,NORTH GREEN MUD,SAN JACINTO,4072,4127,4181,4241,4300,4355
H,HARRIS,NORTHWEST PARK MUD,SAN JACINTO,16782,17493,18300,19114,19950,20824
H,HARRIS,PARKWAY UD,SAN JACINTO,5970,6282,6328,6375,6421,6468
H,HARRIS,PASADENA,SAN JACINTO,118765,122380,125922,129514,133172,136947
H,HARRIS,PASADENA,SAN JACINTO-BRAZOS,35676,36461,37199,37936,38705,39501
H,HARRIS,PEARLAND,SAN JACINTO-BRAZOS,14127,17440,20943,23539,25464,26892
H,HARRIS,PINEY POINT VILLAGE,SAN JACINTO,3178,3495,3847,4234,4659,5127
H,HARRIS,SAGEMEADOW UD,SAN JACINTO-BRAZOS,6352,6801,7367,7921,8476,9043
H,HARRIS,SEABROOK,SAN JACINTO-BRAZOS,12797,13005,13238,13476,13717,13963
H,HARRIS,SHOREACRES,SAN JACINTO-BRAZOS,1493,1505,1527,1550,1573,1596
H,HARRIS,SOUTH HOUSTON,SAN JACINTO,16983,17562,18161,18782,19425,20088
H,HARRIS,SOUTHSIDE PLACE,SAN JACINTO,1734,1865,2007,2159,2323,2500
H,HARRIS,SPRING VALLEY,SAN JACINTO,3870,4202,4541,4885,5258,5660
H,HARRIS,STAFFORD,SAN JACINTO,310,333,342,351,361,372
H,HARRIS,SUNBELT FWSD,SAN JACINTO,16510,17366,18196,19148,20247,21453
H,HARRIS,TAYLOR LAKE VILLAGE,SAN JACINTO-BRAZOS,3557,3618,3654,3690,3727,3765
H,HARRIS,THE COMMONS WATER SUPPLY INC,SAN JACINTO,2981,3143,3273,3370,3442,3494
H,HARRIS,THE WOODLANDS,SAN JACINTO,16144,17484,19174,20436,21378,22083
H,HARRIS,TOMBALL,SAN JACINTO,12742,13457,14110,14677,15182,15644
H,HARRIS,TRAIL OF THE LAKES MUD,SAN JACINTO,9058,9453,9578,9671,9740,9791
H,HARRIS,WALLER,SAN JACINTO,478,492,513,540,574,617
H,HARRIS,WEBSTER,SAN JACINTO-BRAZOS,15071,16187,17079,17776,18329,18773
H,HARRIS,WEST HARRIS COUNTY MUD #6,SAN JACINTO,2428,2628,2750,2841,2909,2959
H,HARRIS,WEST UNIVERSITY PLACE,SAN JACINTO,14972,16123,17377,18728,20185,21758
H,HARRIS,WHCRWA,SAN JACINTO,555456,583011,623082,663886,678007,690322
H,HARRIS,WINDFERN FOREST UD,SAN JACINTO,4288,4302,4311,4317,4321,4324
H,HARRIS,WOODCREEK MUD,SAN JACINTO,2340,2354,2375,2396,2420,2445
H,LEON,BUFFALO,TRINITY,1907,1954,1992,2045,2091,2136
H,LEON,CENTERVILLE,TRINITY,967,1038,1094,1172,1240,1306
H,LEON,CONCORD-ROBBINS WSC,BRAZOS,2219,2370,2492,2660,2805,2946
H,LEON,CONCORD-ROBBINS WSC,TRINITY,613,655,689,735,775,815
H,LEON,COUNTY-OTHER,BRAZOS,1929,2035,2120,2236,2337,2436
H,LEON,COUNTY-OTHER,TRINITY,4062,4581,5000,5574,6071,6557
H,LEON,FLO COMMUNITY WSC,TRINITY,3916,3978,4028,4097,4156,4214
H,LEON,JEWETT,BRAZOS,388,462,521,603,673,742
H,LEON,JEWETT,TRINITY,1074,1277,1441,1666,1861,2052
H,LEON,NORMANGEE,BRAZOS,165,177,186,199,211,222
H,LEON,NORMANGEE,TRINITY,496,532,561,602,636,670
H,LEON,OAKWOOD,TRINITY,475,477,479,482,484,486
H,LIBERTY,AMES,TRINITY,1145,1290,1427,1566,1698,1824
H,LIBERTY,CLEVELAND,SAN JACINTO,7785,7907,8023,8139,8250,8356
H,LIBERTY,COUNTY-OTHER,NECHES,860,931,999,1067,1131,1193
H,LIBERTY,COUNTY-OTHER,NECHES-TRINITY,110,124,137,150,165,176
H,LIBERTY,COUNTY-OTHER,SAN JACINTO,13488,15915,18222,20539,22756,24873
H,LIBERTY,COUNTY-OTHER,TRINITY,18899,17083,15357,13621,11962,10377
H,LIBERTY,COUNTY-OTHER,TRINITY-SAN JACINTO,3092,3478,3845,4214,4566,4903
H,LIBERTY,DAISETTA,NECHES,396,446,494,541,587,631
H,LIBERTY,DAISETTA,TRINITY,707,796,881,967,1048,1126
H,LIBERTY,DAYTON,TRINITY,10189,13231,16125,19030,21809,24464
H,LIBERTY,DAYTON,TRINITY-SAN JACINTO,31,40,49,57,66,74
H,LIBERTY,HARDIN,TRINITY,944,1072,1194,1316,1433,1545
H,LIBERTY,HARDIN WSC,NECHES,297,380,458,537,612,684
H,LIBERTY,HARDIN WSC,TRINITY,4110,5249,6334,7422,8464,9459
H,LIBERTY,KENEFICK,TRINITY,643,724,801,879,953,1024
H,LIBERTY,LAKE LIVINGSTON WATER SUPPLY and SEWER SERVICE COMPANY,TRINITY,2883,3833,4736,5643,6511,7340
H,LIBERTY,LIBERTY,TRINITY,9104,9829,10519,11211,11873,12506
H,LIBERTY,OLD RIVER-WINFREE,TRINITY,161,182,201,221,239,257
H,LIBERTY,PLUM GROVE,SAN JACINTO,685,772,854,937,1016,1092
H,LIBERTY,TARKINGTON SUD,SAN JACINTO,3011,3536,4037,4539,5019,5478
H,LIBERTY,TARKINGTON SUD,TRINITY,899,1057,1206,1356,1500,1637
H,LIBERTY,WEST HARDIN WSC,NECHES,357,395,431,468,503,536
H,LIBERTY,WOODLAND HILLS WATER COMPANY,TRINITY,6507,8957,11288,13628,15867,18005
H,MADISON,COUNTY-OTHER,BRAZOS,1133,1215,1290,1373,1451,1527
H,MADISON,COUNTY-OTHER,TRINITY,8790,9425,10001,10649,11252,11844
H,MADISON,MADISONVILLE,TRINITY,4747,5089,5401,5750,6077,6395
H,MADISON,NORMANGEE,TRINITY,83,88,94,100,106,111
H,MONTGOMERY,BENDERS LANDING WATER SYSTEM,SAN JACINTO,5094,8091,11167,14243,17304,17304
H,MONTGOMERY,CLEVELAND,SAN JACINTO,30,36,51,69,92,120
H,MONTGOMERY,CONROE,SAN JACINTO,77926,93516,107457,120314,134086,148830
H,MONTGOMERY,COUNTY-OTHER,SAN JACINTO,293282,427682,585027,777715,1018645,1313625
H,MONTGOMERY,CUT AND SHOOT,SAN JACINTO,1311,1421,1666,1990,2419,2986
H,MONTGOMERY,DOBBIN-PLANTERSVILLE WSC,SAN JACINTO,8335,11255,15183,20335,27097,35974
H,MONTGOMERY,EAST PLANTATION UD,SAN JACINTO,1074,1105,1300,1495,1723,1783
H,MONTGOMERY,HOUSTON,SAN JACINTO,4839,6934,9275,11538,13736,14375
H,MONTGOMERY,INDIGO LAKE WATER SYSTEM ,SAN JACINTO,2934,4050,5820,8319,11846,17602
H,MONTGOMERY,KINGS MANOR MUD,SAN JACINTO,1909,1963,2061,2133,2187,2227
H,MONTGOMERY,LAKE WINDCREST WATER SYSTEM ,SAN JACINTO,2544,2868,3645,4731,6250,8377
H,MONTGOMERY,MAGNOLIA,SAN JACINTO,3105,3729,4545,5740,7492,10211
H,MONTGOMERY,MONTGOMERY,SAN JACINTO,2676,4985,6185,7393,8625,10565
H,MONTGOMERY,MONTGOMERY COUNTY MUD #15,SAN JACINTO,3792,4082,4708,5534,6747,8466
H,MONTGOMERY,MONTGOMERY COUNTY MUD #18,SAN JACINTO,4676,6041,6868,7695,8522,10527
H,MONTGOMERY,MONTGOMERY COUNTY MUD #19,SAN JACINTO,1996,2009,2023,2039,2057,2076
H,MONTGOMERY,MONTGOMERY COUNTY MUD #8,SAN JACINTO,2963,3173,3560,3947,4334,5205
H,MONTGOMERY,MONTGOMERY COUNTY MUD #83,SAN JACINTO,1494,1544,1595,1646,1698,1734
H,MONTGOMERY,MONTGOMERY COUNTY MUD #89,SAN JACINTO,4254,4346,4413,4761,5261,5429
H,MONTGOMERY,MONTGOMERY COUNTY MUD #9,SAN JACINTO,3240,3377,3849,4320,4792,5744
H,MONTGOMERY,MONTGOMERY COUNTY MUD #94,SAN JACINTO,3441,3480,3857,4234,4609,4609
H,MONTGOMERY,MONTGOMERY COUNTY UD #2,SAN JACINTO,1391,1423,1498,1598,1732,1910
H,MONTGOMERY,MONTGOMERY COUNTY UD #3,SAN JACINTO,1825,2134,2154,2459,3114,3967
H,MONTGOMERY,MONTGOMERY COUNTY UD #4,SAN JACINTO,3069,4004,4037,4634,5924,7607
H,MONTGOMERY,MONTGOMERY COUNTY WCID #1,SAN JACINTO,2989,3279,3602,3960,4360,4805
H,MONTGOMERY,NEW CANEY MUD,SAN JACINTO,8923,9867,10884,12099,13563,15342
H,MONTGOMERY,OAK RIDGE NORTH,SAN JACINTO,3121,3265,3485,3610,3655,3670
H,MONTGOMERY,PANORAMA VILLAGE,SAN JACINTO,2557,2601,2773,3002,3309,3718
H,MONTGOMERY,PATTON VILLAGE,SAN JACINTO,2175,2363,2624,2955,3375,3908
H,MONTGOMERY,POINT AQUARIUS MUD,SAN JACINTO,1655,1663,1779,1935,2143,2420
H,MONTGOMERY,PORTER SUD,SAN JACINTO,25185,31483,37835,44073,50332,55511
H,MONTGOMERY,RAYFORD ROAD MUD,SAN JACINTO,7878,8217,8878,9615,10395,10672
H,MONTGOMERY,RIVER PLANTATION MUD,SAN JACINTO,2107,2244,2742,3239,3786,3994
H,MONTGOMERY,ROMAN FOREST,SAN JACINTO,1553,1571,1755,1991,2291,2674
H,MONTGOMERY,SHENANDOAH,SAN JACINTO,2959,3854,4226,4476,4764,5130
H,MONTGOMERY,SOUTHERN MONTGOMERY COUNTY MUD,SAN JACINTO,7488,7767,7960,8115,8239,8369
H,MONTGOMERY,SPLENDORA,SAN JACINTO,1821,1989,2381,2878,3506,4300
H,MONTGOMERY,SPRING CREEK UD,SAN JACINTO,7307,8058,8502,9295,10279,10600
H,MONTGOMERY,STAGECOACH,SAN JACINTO,541,645,1049,1632,2553,4142
H,MONTGOMERY,STANLEY LAKE MUD,SAN JACINTO,2586,2906,3766,4910,6413,8295
H,MONTGOMERY,THE WOODLANDS,SAN JACINTO,100003,105894,111674,118464,128339,140330
H,MONTGOMERY,WESTWOOD NORTH WSC,SAN JACINTO,1967,2083,2322,2561,2801,3143
H,MONTGOMERY,WILLIS,SAN JACINTO,6533,6768,7296,8025,9036,10442
H,MONTGOMERY,WOODBRANCH,SAN JACINTO,1369,1487,1801,2199,2704,3345
H,POLK,COUNTY-OTHER,TRINITY,18673,20485,21912,23129,24122,24922
H,POLK,LAKE LIVINGSTON WATER SUPPLY and SEWER SERVICE COMPANY,TRINITY,15677,17513,18957,20188,21192,22002
H,POLK,LIVINGSTON,TRINITY,6093,6807,7368,7847,8237,8552
H,POLK,ONALASKA,TRINITY,2468,3130,3651,4095,4457,4749
H,SAN JACINTO,COLDSPRING,SAN JACINTO,320,352,378,407,430,451
H,SAN JACINTO,COLDSPRING,TRINITY,638,703,754,810,857,898
H,SAN JACINTO,COUNTY-OTHER,SAN JACINTO,11525,12700,13622,14640,15487,16237
H,SAN JACINTO,COUNTY-OTHER,TRINITY,6623,7298,7828,8414,8900,9331
H,SAN JACINTO,LAKE LIVINGSTON WATER SUPPLY and SEWER SERVICE COMPANY,TRINITY,3973,4378,4696,5047,5339,5597
H,SAN JACINTO,POINT BLANK,TRINITY,773,851,913,981,1038,1088
H,SAN JACINTO,RIVERSIDE WSC,TRINITY,567,625,670,720,762,799
H,SAN JACINTO,SAN JACINTO SUD,SAN JACINTO,734,808,867,932,986,1033
H,SAN JACINTO,SAN JACINTO SUD,TRINITY,1854,2044,2192,2356,2492,2613
H,SAN JACINTO,SHEPHERD,TRINITY,2603,2868,3076,3307,3498,3667
H,TRINITY,COUNTY-OTHER,TRINITY,2974,3216,3241,3149,3295,3447
H,TRINITY,GROVETON,TRINITY,655,708,713,693,725,759
H,TRINITY,LAKE LIVINGSTON WATER SUPPLY and SEWER SERVICE COMPANY,TRINITY,1615,1747,1760,1710,1790,1873
H,TRINITY,TRINITY,TRINITY,3051,3300,3325,3231,3380,3537
H,TRINITY,TRINITY RURAL WSC,TRINITY,4459,4822,4858,4721,4940,5169
H,WALKER,COUNTY-OTHER,SAN JACINTO,8238,8585,8834,9068,9250,9397
H,WALKER,COUNTY-OTHER,TRINITY,7174,7112,7068,7024,6990,6963
H,WALKER,HUNTSVILLE,SAN JACINTO,33854,35479,36650,37748,38602,39294
H,WALKER,HUNTSVILLE,TRINITY,6934,7267,7507,7732,7907,8048
H,WALKER,LAKE LIVINGSTON WATER SUPPLY and SEWER SERVICE COMPANY,TRINITY,391,410,423,436,446,454
H,WALKER,NEW WAVERLY,SAN JACINTO,1085,1132,1166,1198,1223,1243
H,WALKER,RIVERSIDE,TRINITY,565,613,648,681,707,728
H,WALKER,RIVERSIDE WSC,TRINITY,5206,5738,6121,6481,6761,6988
H,WALKER,THE CONSOLIDATED WSC,TRINITY,142,161,175,188,198,206
H,WALKER,TRINITY RURAL WSC,TRINITY,339,376,403,428,447,463
H,WALKER,WALKER COUNTY SUD,SAN JACINTO,3372,3585,3739,3883,3995,4086
H,WALKER,WALKER COUNTY SUD,TRINITY,4500,4785,4990,5183,5333,5454
H,WALLER,BROOKSHIRE,BRAZOS,5811,7107,8544,10112,11844,13722
H,WALLER,COUNTY-OTHER,BRAZOS,12019,14798,17882,21246,24963,28994
H,WALLER,COUNTY-OTHER,SAN JACINTO,12879,15309,18004,20948,24198,27724
H,WALLER,G and W WSC,BRAZOS,953,1293,1669,2081,2535,3028
H,WALLER,G and W WSC,SAN JACINTO,2925,3969,5127,6390,7785,9297
H,WALLER,HEMPSTEAD,BRAZOS,6726,7843,9081,10433,11926,13544
H,WALLER,KATY,SAN JACINTO,1468,1833,2237,2678,3165,3693
H,WALLER,PINE ISLAND,BRAZOS,1112,1256,1416,1591,1784,1993
H,WALLER,PRAIRIE VIEW,BRAZOS,6060,7167,8394,9734,11213,12817
H,WALLER,PRAIRIE VIEW,SAN JACINTO,549,649,760,881,1015,1160
H,WALLER,WALLER,SAN JACINTO,2036,2219,2421,2642,2886,3150
I,ANDERSON,BRUSHY CREEK WSC,NECHES,1751,1808,1829,1829,1829,1829
I,ANDERSON,BRUSHY CREEK WSC,TRINITY,1028,1062,1074,1074,1074,1074
I,ANDERSON,COUNTY-OTHER,NECHES,6218,6421,6495,6495,6495,6495
I,ANDERSON,COUNTY-OTHER,TRINITY,20528,21200,21446,21446,21446,21446
I,ANDERSON,ELKHART,TRINITY,1431,1478,1496,1496,1496,1496
I,ANDERSON,FOUR PINES WSC,TRINITY,3595,3713,3756,3756,3756,3756
I,ANDERSON,FRANKSTON,NECHES,1263,1305,1320,1320,1320,1320
I,ANDERSON,PALESTINE,NECHES,10022,10351,10471,10471,10471,10471
I,ANDERSON,PALESTINE,TRINITY,9509,9821,9934,9934,9934,9934
I,ANDERSON,THE CONSOLIDATED WSC,TRINITY,1669,1724,1744,1744,1744,1744
I,ANDERSON,WALSTON SPRINGS WSC,NECHES,2860,2954,2988,2988,2988,2988
I,ANDERSON,WALSTON SPRINGS WSC,TRINITY,1142,1180,1193,1193,1193,1193
I,ANGELINA,ANGELINA WSC,NECHES,2999,3209,3385,3546,3689,3817
I,ANGELINA,BURKE,NECHES,793,849,895,938,976,1009
I,ANGELINA,CENTRAL WCID OF ANGELINA COUNTY,NECHES,6876,7357,7761,8129,8459,8751
I,ANGELINA,COUNTY-OTHER,NECHES,17360,18575,19596,20526,21358,22097
I,ANGELINA,DIBOLL,NECHES,5137,5496,5798,6073,6320,6538
I,ANGELINA,FOUR WAY SUD,NECHES,5666,6062,6395,6699,6971,7211
I,ANGELINA,HUDSON,NECHES,5088,5444,5743,6016,6260,6476
I,ANGELINA,HUDSON WSC,NECHES,6045,6469,6824,7148,7438,7695
I,ANGELINA,HUNTINGTON,NECHES,2278,2438,2571,2694,2803,2900
I,ANGELINA,LUFKIN,NECHES,37713,40352,42567,44589,46398,48000
I,ANGELINA,REDLAND WSC,NECHES,2594,2776,2928,3067,3192,3302
I,ANGELINA,ZAVALLA,NECHES,767,821,866,907,944,976
I,CHEROKEE,ALTO,NECHES,1341,1470,1597,1749,1907,2079
I,CHEROKEE,ALTO RURAL WSC,NECHES,3272,3588,3898,4267,4655,5074
I,CHEROKEE,BULLARD,NECHES,52,57,62,68,74,80
I,CHEROKEE,COUNTY-OTHER,NECHES,9739,10678,11603,12703,13859,15104
I,CHEROKEE,CRAFT-TURNEY WSC,NECHES,5195,5696,6188,6775,7390,8055
I,CHEROKEE,JACKSONVILLE,NECHES,15914,17451,18959,20756,22640,24677
I,CHEROKEE,NEW SUMMERFIELD,NECHES,1216,1334,1449,1586,1730,1886
I,CHEROKEE,NORTH CHEROKEE WSC,NECHES,4901,5375,5839,6392,6973,7600
I,CHEROKEE,RUSK,NECHES,6074,6661,7236,7922,8641,9419
I,CHEROKEE,RUSK RURAL WSC,NECHES,3592,3938,4279,4684,5109,5569
I,CHEROKEE,SOUTHERN UTILITIES COMPANY,NECHES,2805,3076,3341,3658,3990,4349
I,CHEROKEE,TROUP,NECHES,67,74,80,88,95,104
I,CHEROKEE,WELLS,NECHES,865,948,1030,1128,1230,1341
I,CHEROKEE,WRIGHT CITY WSC,NECHES,601,659,716,784,855,932
I,HARDIN,COUNTY-OTHER,NECHES,13642,14611,15300,15807,16201,16498
I,HARDIN,COUNTY-OTHER,TRINITY,145,152,157,160,163,164
I,HARDIN,KOUNTZE,NECHES,2129,2135,2139,2142,2145,2147
I,HARDIN,LAKE LIVINGSTON WATER SUPPLY and SEWER SERVICE COMPANY,TRINITY,134,152,165,175,183,189
I,HARDIN,LUMBERTON,NECHES,14314,16522,18093,19252,20158,20838
I,HARDIN,LUMBERTON MUD,NECHES,8547,9053,9413,9679,9887,10043
I,HARDIN,NORTH HARDIN WSC,NECHES,7821,8344,8716,8991,9206,9367
I,HARDIN,SILSBEE,NECHES,6772,6922,7029,7108,7170,7217
I,HARDIN,SOUR LAKE,NECHES,1921,2022,2094,2147,2189,2220
I,HARDIN,WEST HARDIN WSC,NECHES,3999,4020,4035,4046,4055,4062
I,HARDIN,WEST HARDIN WSC,TRINITY,53,53,53,53,53,53
I,HENDERSON,ATHENS,NECHES,275,295,312,334,353,372
I,HENDERSON,BERRYVILLE,NECHES,1088,1191,1277,1390,1488,1583
I,HENDERSON,BETHEL-ASH WSC,NECHES,3186,3602,3949,4407,4803,5187
I,HENDERSON,BROWNSBORO,NECHES,1366,1664,1913,2241,2525,2800
I,HENDERSON,BRUSHY CREEK WSC,NECHES,758,814,861,923,977,1028
I,HENDERSON,CHANDLER,NECHES,3589,4370,5020,5878,6620,7339
I,HENDERSON,COUNTY-OTHER,NECHES,11374,11109,10887,10594,10340,10096
I,HENDERSON,FRANKSTON,NECHES,44,67,86,111,133,154
I,HENDERSON,MURCHISON,NECHES,596,598,600,602,604,606
I,HENDERSON,R-P-M WSC,NECHES,703,839,952,1102,1231,1356
I,HENDERSON,VIRGINIA HILL WSC,NECHES,1825,2095,2320,2617,2874,3123
I,HOUSTON,COUNTY-OTHER,NECHES,188,173,172,172,172,172
I,HOUSTON,COUNTY-OTHER,TRINITY,859,836,835,835,835,835
I,HOUSTON,CROCKETT,TRINITY,7073,7105,7105,7105,7105,7105
I,HOUSTON,GRAPELAND,NECHES,597,600,601,601,601,601
I,HOUSTON,GRAPELAND,TRINITY,922,927,927,927,927,927
I,HOUSTON,LOVELADY,TRINITY,681,690,690,690,690,690
I,HOUSTON,THE CONSOLIDATED WSC,NECHES,3710,3742,3742,3742,3742,3742
I,HOUSTON,THE CONSOLIDATED WSC,TRINITY,10121,10187,10188,10188,10188,10188
I,JASPER,COUNTY-OTHER,NECHES,14226,14541,14601,14601,14601,14601
I,JASPER,COUNTY-OTHER,SABINE,9176,9379,9418,9418,9418,9418
I,JASPER,JASPER,NECHES,7839,8012,8045,8045,8045,8045
I,JASPER,JASPER COUNTY WCID #1,SABINE,2995,3062,3074,3074,3074,3074
I,JASPER,KIRBYVILLE,SABINE,2213,2262,2271,2271,2271,2271
I,JASPER,MAURICEVILLE SUD,SABINE,429,439,440,440,440,440
I,JEFFERSON,BEAUMONT,NECHES,42378,45111,47983,51321,55003,59125
I,JEFFERSON,BEAUMONT,NECHES-TRINITY,83002,88354,93980,100517,107727,115802
I,JEFFERSON,BEVIL OAKS,NECHES,1351,1438,1529,1636,1753,1884
I,JEFFERSON,CHINA,NECHES,22,24,25,27,29,31
I,JEFFERSON,CHINA,NECHES-TRINITY,1208,1285,1368,1462,1567,1685
I,JEFFERSON,COUNTY-OTHER,NECHES,784,877,978,1091,1217,1359
I,JEFFERSON,COUNTY-OTHER,NECHES-TRINITY,15399,20351,26308,33233,40873,49422
I,JEFFERSON,GROVES,NECHES,500,500,500,500,500,500
I,JEFFERSON,GROVES,NECHES-TRINITY,15644,15644,15644,15644,15644,15644
I,JEFFERSON,JEFFERSON COUNTY WCID #10,NECHES,856,911,969,1036,1111,1194
I,JEFFERSON,JEFFERSON COUNTY WCID #10,NECHES-TRINITY,4268,4543,4833,5169,5539,5955
I,JEFFERSON,MEEKER MUD,NECHES,836,889,946,1012,1084,1166
I,JEFFERSON,MEEKER MUD,NECHES-TRINITY,2497,2659,2828,3024,3241,3484
I,JEFFERSON,NEDERLAND,NECHES,670,713,758,811,869,934
I,JEFFERSON,NEDERLAND,NECHES-TRINITY,17928,19084,20300,21712,23269,25014
I,JEFFERSON,NOME,NECHES,399,424,451,482,517,556
I,JEFFERSON,NOME,NECHES-TRINITY,225,240,255,273,292,314
I,JEFFERSON,PORT ARTHUR,NECHES,171,173,173,173,173,173
I,JEFFERSON,PORT ARTHUR,NECHES-TRINITY,56866,57582,57582,57582,57582,57582
I,JEFFERSON,PORT NECHES,NECHES,7183,7646,8133,8699,9323,10022
I,JEFFERSON,PORT NECHES,NECHES-TRINITY,6638,7067,7516,8039,8615,9261
I,JEFFERSON,WEST JEFFERSON COUNTY MWD,NECHES-TRINITY,8554,9105,9685,10359,11102,11934
I,NACOGDOCHES,APPLEBY WSC,NECHES,3638,4087,4530,5001,5499,6020
I,NACOGDOCHES,COUNTY-OTHER,NECHES,11652,13091,14509,16019,17614,19283
I,NACOGDOCHES,CUSHING,NECHES,685,769,852,941,1035,1133
I,NACOGDOCHES,DandM WSC,NECHES,6239,7009,7768,8575,9430,10323
I,NACOGDOCHES,GARRISON,NECHES,1001,1125,1246,1376,1513,1656
I,NACOGDOCHES,LILLY GROVE SUD,NECHES,3075,3454,3828,4226,4648,5088
I,NACOGDOCHES,MELROSE WSC,NECHES,3468,3897,4318,4767,5242,5739
I,NACOGDOCHES,NACOGDOCHES,NECHES,36889,41442,45930,50706,55758,61040
I,NACOGDOCHES,SWIFT WSC,NECHES,2795,3140,3480,3842,4225,4625
I,NACOGDOCHES,WODEN WSC,NECHES,2694,3026,3354,3702,4071,4457
I,NEWTON,COUNTY-OTHER,SABINE,8955,8955,8955,8955,8955,8955
I,NEWTON,MAURICEVILLE SUD,SABINE,390,390,390,390,390,390
I,NEWTON,NEWTON,SABINE,2478,2478,2478,2478,2478,2478
I,NEWTON,SOUTH NEWTON WSC,SABINE,2622,2622,2622,2622,2622,2622
I,ORANGE,BRIDGE CITY,NECHES,1208,1262,1301,1327,1347,1361
I,ORANGE,BRIDGE CITY,NECHES-TRINITY,968,1011,1042,1063,1079,1091
I,ORANGE,BRIDGE CITY,SABINE,6095,6372,6565,6697,6797,6870
I,ORANGE,COUNTY-OTHER,NECHES,13937,14569,15012,15313,15543,15710
I,ORANGE,COUNTY-OTHER,NECHES-TRINITY,30,33,33,34,34,34
I,ORANGE,COUNTY-OTHER,SABINE,11147,11649,12008,12247,12431,12562
I,ORANGE,MAURICEVILLE SUD,NECHES,701,733,756,771,782,791
I,ORANGE,MAURICEVILLE SUD,SABINE,8407,8787,9055,9236,9375,9475
I,ORANGE,ORANGE,SABINE,19616,20503,21128,21552,21875,22109
I,ORANGE,ORANGEFIELD WSC,NECHES,2029,2120,2185,2229,2262,2286
I,ORANGE,ORANGEFIELD WSC,SABINE,3174,3318,3419,3488,3540,3578
I,ORANGE,PINEHURST,SABINE,2213,2313,2383,2431,2467,2494
I,ORANGE,PORT ARTHUR,NECHES,5,5,5,5,5,5
I,ORANGE,ROSE CITY,NECHES,530,554,571,582,591,597
I,ORANGE,SOUTH NEWTON WSC,SABINE,1475,1542,1589,1621,1645,1663
I,ORANGE,VIDOR,NECHES,9017,9425,9712,9907,10056,10163
I,ORANGE,VIDOR,SABINE,2143,2240,2308,2354,2389,2415
I,ORANGE,WEST ORANGE,SABINE,3632,3797,3912,3991,4051,4094
I,PANOLA,BECKVILLE,SABINE,968,1084,1155,1221,1271,1310
I,PANOLA,CARTHAGE,SABINE,6925,7066,7152,7232,7292,7339
I,PANOLA,COUNTY-OTHER,CYPRESS,55,58,60,61,62,63
I,PANOLA,COUNTY-OTHER,SABINE,16096,17017,17581,18104,18495,18799
I,PANOLA,GILL WSC,SABINE,734,756,770,783,793,801
I,PANOLA,TATUM,SABINE,333,397,436,472,499,520
